,game_code,date,team,side,opp,PA,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest
0,NYM-2019-06-29,2019-06-29,NYM,H,ATL,17,4.0,1,5,2,0,0,0,0,2,1,0,1,6,8,7,0,99
1,MIA-2019-07-12,2019-07-12,NYM,A,MIA,7,1.2,1,1,0,1,0,1,0,2,1,0,1,2,1,1,0,12
2,MIN-2019-07-17,2019-07-17,NYM,A,MIN,9,2.0,1,2,1,0,0,1,0,2,0,0,0,2,4,3,0,4
3,SFG-2019-07-18,2019-07-18,NYM,A,SFG,8,1.0,2,5,2,0,0,0,0,0,1,0,1,2,5,2,1,0
4,NYM-2019-08-27,2019-08-27,NYM,H,CHC,9,2.0,1,4,2,0,0,0,0,2,0,0,0,3,4,3,0,39
5,PHI-2019-08-30,2019-08-30,NYM,A,PHI,8,1.0,4,4,2,0,0,1,0,0,0,1,0,2,5,5,0,2
6,NYM-2019-09-12,2019-09-12,NYM,H,ARI,8,2.1,0,0,0,0,0,0,0,0,1,0,0,4,3,2,0,12
7,NYM-2019-09-24,2019-09-24,NYM,H,MIA,7,1.2,0,0,0,0,0,2,0,3,0,0,0,0,2,0,1,11
8,NYM-2019-09-29,2019-09-29,NYM,H,ATL,1,0.2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4
0,NYY-2020-08-01,2020-08-01,BOS,A,NYY,11,2.2,0,1,0,0,0,2,0,3,0,0,0,4,2,0,0,99
1,NYY-2020-08-16,2020-08-16,BOS,A,NYY,17,3.0,4,8,1,0,1,1,0,4,0,0,0,4,8,7,0,14
2,BOS-2020-08-29,2020-08-29,BOS,H,WSN,15,2.1,3,6,2,0,0,2,0,3,0,0,0,5,5,4,0,12
3,BOS-2020-09-04,2020-09-04,BOS,H,TOR,15,4.0,1,3,0,0,1,1,0,2,0,0,1,3,9,6,0,5
4,PHI-2020-09-08,2020-09-08,BOS,A,PHI,19,5.0,2,4,0,0,0,1,0,4,1,0,0,5,8,3,1,3
5,TBR-2020-09-12,2020-09-12,BOS,A,TBR,14,3.0,3,3,1,0,0,2,0,5,0,0,0,2,5,3,0,3
6,MIA-2020-09-16,2020-09-16,BOS,A,MIA,4,1.0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,3
7,BOS-2020-09-19,2020-09-19,BOS,H,NYY,19,4.0,2,5,1,0,0,3,0,1,0,1,0,6,9,6,2,2
8,ATL-2020-09-25,2020-09-25,BOS,A,ATL,22,5.0,1,4,1,0,1,2,0,6,1,0,0,2,11,4,2,5
0,BOS-2021-04-05,2021-04-05,TBR,A,BOS,15,2.2,6,7,1,0,1,1,0,2,0,1,1,3,9,2,1,99
1,TBR-2021-04-09,2021-04-09,TBR,H,NYY,4,1.0,0,2,0,0,0,0,0,0,0,0,1,2,2,2,0,3
2,TBR-2021-04-10,2021-04-10,TBR,H,NYY,3,1.0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
3,TBR-2021-04-14,2021-04-14,TBR,H,TEX,14,3.0,4,5,1,1,0,3,1,1,0,0,2,6,4,1,1,3
4,KCR-2021-04-19,2021-04-19,TBR,A,KCR,4,1.0,1,1,1,0,0,0,0,0,0,1,0,0,4,1,1,4
5,TBR-2021-04-23,2021-04-23,TBR,H,TOR,9,3.0,0,1,0,0,0,0,0,0,0,0,1,3,6,1,4,3
6,CHW-2021-06-16,2021-06-16,TBR,A,CHW,2,0.2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,53
7,CLE-2021-07-22,2021-07-22,TBR,A,CLE,9,2.2,0,0,0,0,0,1,0,3,0,0,0,0,5,1,2,35
8,TBR-2021-07-31,2021-07-31,TBR,H,BOS,4,1.0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,8
9,TBR-2021-08-02,2021-08-02,TBR,H,SEA,14,3.0,2,3,0,0,1,2,0,4,0,0,0,3,5,2,2,1
10,TBR-2021-08-20,2021-08-20,TBR,H,CHW,8,2.0,0,1,0,0,0,0,0,1,1,0,0,2,4,1,2,17
11,TBR-2021-08-22,2021-08-22,TBR,H,CHW,6,1.1,0,2,1,0,0,0,0,2,0,0,0,1,3,1,1,1
12,BAL-2021-08-27,2021-08-27,TBR,A,BAL,13,3.0,1,2,0,0,1,0,0,1,1,0,0,6,5,3,1,4
13,NYY-2021-10-02,2021-10-02,TBR,A,NYY,7,2.0,0,1,0,0,0,0,0,3,0,0,1,1,3,2,0,35
